1.952010000000000000e+05,1.952000000000000000e+03,1.000000000000000000e+00,2.947826086956521863e+01,-1.400966183574878565e+00,-5.877342419080068048e+00,4.476376235505189705e+00
1.952020000000000000e+05,1.952000000000000000e+03,2.000000000000000000e+00,2.480000000000000071e+01,-3.999999999999999556e+00,-6.990482102213944948e+00,2.990482102213945392e+00
1.952030000000000000e+05,1.952000000000000000e+03,3.000000000000000000e+00,1.380769230769230838e+01,-1.010683760683760646e+01,-3.841269841269841390e+00,-6.265567765567764624e+00
1.952040000000000000e+05,1.952000000000000000e+03,4.000000000000000000e+00,3.960714285714285410e+01,4.226190476190474499e+00,2.427875243664716631e+00,1.798315232525757867e+00
1.952050000000000000e+05,1.952000000000000000e+03,5.000000000000000000e+00,4.466666666666666430e+01,7.037037037037035425e+00,9.522613065326630988e+00,-2.485576028289595563e+00
1.952060000000000000e+05,1.952000000000000000e+03,6.000000000000000000e+00,5.650000000000000000e+01,1.361111111111111072e+01,1.471189773844641202e+01,-1.100786627335301304e+00
1.952070000000000000e+05,1.952000000000000000e+03,7.000000000000000000e+00,6.121428571428571530e+01,1.623015873015873112e+01,1.649888143176734090e+01,-2.687227016086097819e-01
1.952080000000000000e+05,1.952000000000000000e+03,8.000000000000000000e+00,5.748387096774193594e+01,1.415770609318996343e+01,1.502207505518763675e+01,-8.643689619976733240e-01
1.952090000000000000e+05,1.952000000000000000e+03,9.000000000000000000e+00,4.723076923076923350e+01,8.461538461538463451e+00,9.910919540229883751e+00,-1.449381078691420299e+00
1.952100000000000000e+05,1.952000000000000000e+03,1.000000000000000000e+01,3.589285714285714590e+01,2.162698412698414341e+00,4.947222222222222854e+00,-2.784523809523808513e+00
1.952110000000000000e+05,1.952000000000000000e+03,1.100000000000000000e+01,2.771428571428571530e+01,-2.380952380952380487e+00,3.235124205661479291e-01,-2.704464801518528638e+00
1.952120000000000000e+05,1.952000000000000000e+03,1.200000000000000000e+01,2.676000000000000156e+01,-2.911111111111110095e+00,-4.168044077134985592e+00,1.256932966023875498e+00
1.953010000000000000e+05,1.953000000000000000e+03,1.000000000000000000e+00,2.228571428571428470e+01,-5.396825396825397192e+00,-5.877342419080068048e+00,4.805170222546708558e-01
1.953020000000000000e+05,1.953000000000000000e+03,2.000000000000000000e+00,1.640740740740740833e+01,-8.662551440329217201e+00,-6.990482102213944948e+00,-1.672069338115272252e+00
1.953030000000000000e+05,1.953000000000000000e+03,3.000000000000000000e+00,3.113043478260869534e+01,-4.830917874396136735e-01,-3.841269841269841390e+00,3.358178053830227938e+00
1.953040000000000000e+05,1.953000000000000000e+03,4.000000000000000000e+00,3.996296296296296191e+01,4.423868312757201160e+00,2.427875243664716631e+00,1.995993069092484529e+00
1.953050000000000000e+05,1.953000000000000000e+03,5.000000000000000000e+00,4.867741935483871174e+01,9.265232974910395214e+00,9.522613065326630988e+00,-2.573800904162357739e-01
1.953060000000000000e+05,1.953000000000000000e+03,6.000000000000000000e+00,6.266666666666666430e+01,1.703703703703703454e+01,1.471189773844641202e+01,2.325139298590622516e+00
1.953070000000000000e+05,1.953000000000000000e+03,7.000000000000000000e+00,6.271999999999999886e+01,1.706666666666666643e+01,1.649888143176734090e+01,5.677852348993255305e-01
1.953080000000000000e+05,1.953000000000000000e+03,8.000000000000000000e+00,5.920689655172413524e+01,1.511494252873563049e+01,1.502207505518763675e+01,9.286747354799373966e-02
